"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","pvalue","padj","direction"
"ENSG00000141447","OSBPL1A","protein_coding",2364.38147480101,-0.636077339873575,0.00489157214425403,0.0301202837287238,"Higher_in_TNBC"
"ENSG00000187715","KBTBD12","protein_coding",352.233502425355,-1.20885637241959,0.00491143624262329,0.0302229987839975,"Higher_in_TNBC"
"ENSG00000163960","UBXN7","protein_coding",2309.66451625318,-0.722947324134456,0.0049145875036292,0.0302325936812175,"Higher_in_TNBC"
"ENSG00000141579","ZNF750","protein_coding",367.899175661844,-1.79327568752347,0.00493066729050634,0.0303155261112651,"Higher_in_TNBC"
"ENSG00000169251","NMD3","protein_coding",744.117356149904,-0.841944571045965,0.0049489104605414,0.0304043382871825,"Higher_in_TNBC"
"ENSG00000173262","SLC2A14","protein_coding",76.4546121212763,-1.09774396009449,0.00496674141998527,0.0305040166770764,"Higher_in_TNBC"
"ENSG00000156482","RPL30","protein_coding",13374.5739459502,-1.3608938492242,0.00496886085750283,0.0305071670494597,"Higher_in_TNBC"
"ENSG00000006634","DBF4","protein_coding",727.373644478414,-1.10692619025722,0.00498999528541727,0.0306171277770837,"Higher_in_TNBC"
"ENSG00000121964","GTDC1","protein_coding",975.913601045049,-0.865007564222717,0.005003926192172,0.0306926868182643,"Higher_in_TNBC"
"ENSG00000148773","MKI67","protein_coding",7429.3464270812,-1.61712304779623,0.0050219071619703,0.0307731581173979,"Higher_in_TNBC"
"ENSG00000115112","TFCP2L1","protein_coding",1652.03089820956,-1.80260381271904,0.00503168293989435,0.0308231158156754,"Higher_in_TNBC"
"ENSG00000189046","ALKBH2","protein_coding",598.667708375942,-0.732475061142322,0.00503931059442151,0.030853359324198,"Higher_in_TNBC"
"ENSG00000114126","TFDP2","protein_coding",4103.02672150453,-0.705417610158396,0.00504987450343491,0.0309046460909535,"Higher_in_TNBC"
"ENSG00000110660","SLC35F2","protein_coding",674.039561600407,-1.18354101101338,0.00506590476816234,0.0309827798864421,"Higher_in_TNBC"
